22:59:01655 GetMemUsage 0.07958363257830423
22:59:01695 GetNetworkUsage {'traffic_in': 0, 'traffic_out': 0}
22:59:01764 GetMemUsage 0.08076627737344864
22:59:01764 GetCpuUsage 0.8875
22:59:01805 GetNetworkUsage {'traffic_in': 251, 'traffic_out': 0}
22:59:01858 GetMemUsage 0.08079016918749196
22:59:01874 GetCpuUsage 2.075
22:59:01898 GetNetworkUsage {'traffic_in': 0, 'traffic_out': 0}
22:59:01977 GetMemUsage 0.08079016918749196
22:59:01983 GetCpuUsage 2.6625
22:59:02007 GetNetworkUsage {'traffic_in': 255, 'traffic_out': 0}
22:59:02063 GetMemUsage 0.08079016918749196
22:59:02105 GetNetworkUsage {'traffic_in': 0, 'traffic_out': 0}
22:59:02105 GetCpuUsage 1.5625
22:59:02167 GetMemUsage 0.08079016918749196
22:59:02197 GetNetworkUsage {'traffic_in': 223, 'traffic_out': 1067}
22:59:02217 GetCpuUsage 2.6875
22:59:02263 GetMemUsage 0.08079016918749196
22:59:02304 GetNetworkUsage {'traffic_in': 0, 'traffic_out': 54}
22:59:02325 GetCpuUsage 0.89375
22:59:02357 GetMemUsage 0.08088573644366526
22:59:02397 GetNetworkUsage {'traffic_in': 0, 'traffic_out': 130}
22:59:02435 GetCpuUsage 1.775
22:59:02476 GetMemUsage 0.08098130369983854
22:59:02506 GetNetworkUsage {'traffic_in': 344, 'traffic_out': 0}
22:59:02543 GetCpuUsage 0.0
22:59:02568 GetMemUsage 0.08098130369983854
22:59:02599 GetNetworkUsage {'traffic_in': 94, 'traffic_out': 0}
22:59:02665 GetCpuUsage 0.78125
22:59:02665 GetMemUsage 0.08098130369983854
22:59:02693 GetNetworkUsage {'traffic_in': 0, 'traffic_out': 0}
22:59:02763 GetMemUsage 0.08098130369983854
22:59:02778 GetCpuUsage 0.89375
22:59:02803 GetNetworkUsage {'traffic_in': 67, 'traffic_out': 0}
22:59:02865 GetMemUsage 0.08135162681751001
22:59:02897 GetNetworkUsage {'traffic_in': 0, 'traffic_out': 0}
22:59:02897 GetCpuUsage 0.78125
22:59:03012 GetCpuUsage 0.8875
