42545,GetMemUsage,0.24580955505371094
42569,GetNetworkUsage,1024
42643,GetMemUsage,0.24690628051757812
42645,GetCpuUsage,4.35
42657,GetNetworkUsage,3072
42743,GetMemUsage,0.24709701538085938
42747,GetCpuUsage,4.9
42755,GetNetworkUsage,3072
42845,GetMemUsage,0.24709701538085938
42852,GetCpuUsage,5.225
42858,GetNetworkUsage,2048
42943,GetMemUsage,0.2471446990966797
42955,GetNetworkUsage,3072
42956,GetCpuUsage,4.925
43057,GetCpuUsage,1.65
